site,study_id,Site_name,Country,River,Data_owner,Longitude_X,Latitude_Y,sampling_method_long,unit,Starting_year,Ending_year,Year_count,Sampling_years,Min_month,Max_month,season,TaxonomicRes,abund_alienSpp,SppRich_alienSpp,abundProportion_alienSpp,SppRichProportion_alienSpp,Max of spp_richness_perYr,Min of spp_richness_perYr,total_sppRich_AllYrs,total_abund_AllYrs,ppt_Est,tmax_Est,MacrobasinID,MicrobasinID,microbasin_area_km2,strahler_streamOrder,accumulation_atPoint,elevation_atPoint,slope_atPoint,crop_meanPerc_subcatch,urban_meanPerc_subcatch,dam_impact_score_lessthan100km,ppt_mm_12moPrior,tmax_C_12moPrior
108000061,Germany_2_1,Rodenkirchen,Germany,Rhein,Ralf Sch‰fer,7.008555044,50.89400641,DIN 38410,Ind/m^2,1971,2007,37,28,8,10,fall,species,11645,11,0.479889557,0.22,23,2,50,24266,2.938245862,0.047935435,1097310,27364941,0.157058176,10,0.01185712,39.5,0.002753672,0,0.0344828,1.104126268,769.8918919,15.01644144
108000062,Germany_2_1,K√∂ln-Merkenich,Germany,Rhein,Ralf Sch‰fer,6.972204952,51.02557256,DIN 38410,Ind/m^2,1971,2005,35,26,8,10,fall,species,10079,16,0.534326459,0.271186441,20,1,59,18863,3.612412517,0.041528945,1097310,26646065,0.480623153,1,50215.41,35.9,0,0,0.988764,1.358257037,806.3714286,14.95761905
108000063,Germany_2_1,unterhalb Dormagen,Germany,Rhein,Ralf Sch‰fer,6.852172309,51.08764187,DIN 38410,Ind/m^2,1978,2005,28,22,8,10,fall,species,4672,14,0.364118151,0.291666667,20,4,48,12831,0.257742447,0.070087575,1097310,27914472,0.496192803,10,0.01116213,40,0.026618877,0.5108693,0,1.014936375,809.9642857,14.77440476
108000064,Germany_2_1,Neuss-Grimmlinghausen,Germany,Rhein,Ralf Sch‰fer,6.753783149,51.18181249,DIN 38410,Ind/m^2,1971,2007,37,30,8,10,fall,species,13523,15,0.475158117,0.25862069,20,4,58,28460,3.283452627,0.047107634,1097310,28164778,0.182999316,10,55167.59,28.3,0,0.019607833,0.245098,0.400939761,778.8648649,15.00135135
108000065,Germany_2_1,Homberg,Germany,Rhein,Ralf Sch‰fer,6.712068087,51.44457001,DIN 38410,Ind/m^2,1973,2005,33,28,8,10,fall,species,10641,17,0.46876652,0.314814815,21,3,54,22700,3.565874338,0.045184381,1097310,27961170,0.224766168,2,0.192386,20.7,0,0,0.571429,0,823.6363636,14.93308081
108000066,Germany_2_1,B√ºderich,Germany,Rhein,Ralf Sch‰fer,6.587837765,51.62818909,DIN 38410,Ind/m^2,1971,2007,37,28,8,10,fall,species,17301,12,0.660671325,0.222222222,18,2,54,26187,3.807631621,0.0462581,1097310,28655757,0.282482119,1,0.1614927,15,0.026618763,0.352201296,0.496855704,0,760.7837838,14.20923423
108000067,Germany_2_1,Westhoven,Germany,Rhein,Ralf Sch‰fer,7.008613299,50.89670306,DIN 38410,Ind/m^2,1971,2005,35,28,8,10,fall,species,17951,15,0.481867232,0.263157895,20,6,57,37253,3.220105438,0.041741363,1097310,27365215,0.173301186,10,0.009178326,42.6,0.031208224,0,0.020833333,1.104126268,767.9428571,14.93595238
108000068,Germany_2_1,unterhalb Leverkusen,Germany,Rhein,Ralf Sch‰fer,6.967115516,51.03447013,DIN 38410,Ind/m^2,1971,2007,37,29,8,10,fall,species,11508,15,0.450146685,0.267857143,26,3,56,25565,3.353312244,0.047850482,1097310,27669870,0.107995179,10,0.01017981,49,0.127586483,0.3,0,1.390379946,808.2432432,15.03873874
108000069,Germany_2_1,F√§hre Hitdorf,Germany,Rhein,Ralf Sch‰fer,6.917546063,51.05860369,DIN 38410,Ind/m^2,1976,2005,30,24,8,10,fall,species,3927,11,0.306079501,0.215686275,24,3,51,12830,2.415938799,0.05919911,1097310,27841774,0.955208169,10,0.00620685,42,0.085363625,0.092278741,0.325800741,1.312069417,820.7,14.78277778
108000070,Germany_2_1,D√ºsseldorf Rheinstadion,Germany,Rhein,Ralf Sch‰fer,6.732110918,51.2583629,DIN 38410,Ind/m^2,1972,2007,36,28,8,10,fall,species,8998,14,0.340613999,0.274509804,19,4,51,26417,3.187969294,0.050052553,1097310,28297770,0.069857639,10,0.005398517,38.4,0.064252214,0.005698007,0.071225093,0.254346355,789.6666667,14.85208333
108000071,Germany_2_1,M√ºndelheim  Br√ºcke,Germany,Rhein,Ralf Sch‰fer,6.663253434,51.35181555,DIN 38410,Ind/m^2,1982,2007,26,24,8,10,fall,species,11589.5,13,0.474998975,0.228070175,19,5,57,24399,0.997993694,0.068153846,1097310,28564331,0.230601169,10,0.01577471,26.6,0.037633433,0.27907,0.254952667,0.09148917,816.7692308,15.17564103
108000072,Germany_2_1,Duisburg Bruckhausen,Germany,Rhein,Ralf Sch‰fer,6.704191384,51.49360958,DIN 38410,Ind/m^2,1971,2007,37,31,8,10,fall,species,14065,15,0.461525841,0.254237288,18,2,59,30475,3.816421726,0.046514936,1097310,28955784,0.20314586,10,11104.1,17,0,0.315789,0,0,808.4054054,14.9481982
108000073,Germany_2_1,G√∂tterswickerhamm,Germany,Rhein,Ralf Sch‰fer,6.673063881,51.58008905,DIN 38410,Ind/m^2,1972,2007,36,32,8,10,fall,species,14387,16,0.52557171,0.31372549,20,2,51,27374,3.610965419,0.049637495,1097310,28626417,0.106712847,3,0.005346663,25,0.031208206,0.95,0,0,791.6666667,14.33981481
108000074,Germany_2_1,Emmerich,Germany,Rhein,Ralf Sch‰fer,6.245907943,51.83075272,DIN 38410,Ind/m^2,1971,2007,37,28,8,10,fall,species,16414,15,0.677284919,0.277777778,18,1,54,24235,3.804832143,0.045416469,1097310,29518697,0.249411644,10,0.005317223,22.2,0.036715541,0,0.349882,0,738.7837838,13.88198198
108000075,Germany_2_1,Sauer b. Wallendorf,Germany,S¬πre,Ralf Sch‰fer,6.29682825,49.8678166,DIN 38410,Ind/m^2,1983,2003,21,10,8,10,fall,species,2,2,0.000227041,0.027027027,28,6,74,8809,-0.040711035,0.083268398,1097310,16666939,0.237976205,7,0.01660073,187.3,0.124025027,0.3023254,0,0.442427498,840.5238095,13.10992063
108000076,Germany_2_1,Nette unt. Mayen,Germany,Nette,Ralf Sch‰fer,7.247961855,50.31793488,DIN 38410,Ind/m^2,1983,2007,25,9,5,7,summer,species,137.8,2,0.007951804,0.025316456,43,5,79,17329.4,-0.806723513,0.075230769,1097310,14369216,0.032896412,6,0.05119488,220.4,0.025883583,1,0,0,657.16,13.36733333
108000077,Germany_2_1,ChemisMST Lahn bei Limburg-Staffel,Germany,Lahn,Ralf Sch‰fer,8.014912229,50.38622983,DIN 38410,Ind/m^2,1983,2006,24,12,8,10,fall,species,239,5,0.020389012,0.1,15,9,50,11722,-0.289433875,0.058213768,1097310,18073217,0.098539614,2,0.06643149,111.2,0.062416447,0.213991615,0.230452741,0,689.25,13.90798611
108000078,Germany_2_1,D√ºsseldorf Hafen,Germany,Rhein,Ralf Sch‰fer,6.726894714,51.21649436,DIN 38410,Ind/m^2,1971,1994,24,11,8,10,fall,species,3252,7,0.403023919,0.25,18,5,28,8069,4.689084693,0.029710145,1097310,28227093,0.193623812,10,3234.066,27.4,0,0,0.0833333,0.348118473,761.9166667,14.63541667
108000079,Germany_2_1,Monheim Pappe-Fabrik,Germany,Rhein,Ralf Sch‰fer,6.894416678,51.06871696,DIN 38410,Ind/m^2,1977,1994,18,15,8,10,fall,species,732,8,0.110257569,0.210526316,23,3,38,6639,-2.871632386,0.097299622,1097310,27842112,0.474814273,10,0.02854953,37.6,0.044976551,0.332491889,0.1447811,1.196587921,808,14.46759259
108000080,Germany_2_1,Duisburg-Mittelmeiderich,Germany,Rhein Herne Kanal,Ralf Sch‰fer,6.79130141,51.45697083,DIN 38410,Ind/m^2,1975,2005,31,9,9,11,fall,species,1357,7,0.578431373,0.259259259,11,3,27,2346,2.482196334,0.052469758,1097310,28001555,0.347763947,1,0.00565878,30.7,0.01468622,0.292308,0.707692,0,841.1290323,14.90080645
108000081,Germany_2_1,Blankenburg,Germany,Mittellandkanal,Ralf Sch‰fer,8.096587844,52.41429035,DIN 38410,Ind/m^2,1972,2001,30,10,9,11,fall,species,3323,5,0.754541326,0.263157895,9,3,19,4404,3.929571039,0.036768632,1215256,36317462,0.497597916,1,0.005254961,50.4,0.00555689,1,0,0,848,13.12527778
108000082,Germany_2_1,Bad Essen,Germany,Mittellandkanal,Ralf Sch‰fer,8.333933989,52.33112699,DIN 38410,Ind/m^2,1972,2001,30,8,9,11,fall,species,1900,10,0.847457627,0.5,8,2,20,2242,3.610735481,0.036462736,1214924,38060645,0.078709294,2,0.005423728,50.3,0.033425749,1,0,0,805.4,13.17666667
108000083,Germany_2_1,"Km 696,6_re",Germany,Rhein,Ralf Sch‰fer,6.966331288,50.99675383,DIN 38410,Ind/m^2,1968,1992,25,17,9,11,fall,species,2556,6,0.29707113,0.176470588,19,3,34,8604,2.165652873,0.035474359,1097310,27506017,0.372876856,10,0.005862277,41,0.02156957,0.101449,0.140096333,1.257352296,783.56,14.95166667
108000084,Germany_2_1,"Km 714,3_re",Germany,Rhein,Ralf Sch‰fer,6.885929032,51.10469673,DIN 38410,Ind/m^2,1976,1991,15,15,8,10,fall,species,3754,5,0.420427819,0.166666667,18,3,30,8929,2.995678513,0.066323529,1097310,27183986,0.210260048,1,26.34735,30.6,0,0.045584026,0.928774963,0,806.875,14.37604167
108000085,Germany_2_1,"Km 735,9_li",Germany,Rhein,Ralf Sch‰fer,6.730191049,51.18869544,DIN 38410,Ind/m^2,1969,1984,16,8,9,11,fall,species,363,2,0.066678913,0.083333333,17,4,24,5444,13.44099701,-0.001531863,1097310,27749528,0.086105757,3,1.652995,28.4,0.00917893,0.25,0,0,739.875,14.45572917
108000086,Germany_2_1,"Km 770,5_re",Germany,Rhein,Ralf Sch‰fer,6.723554829,51.37855306,DIN 38410,Ind/m^2,1972,1991,20,18,8,10,fall,species,5107,8,0.273628375,0.228571429,20,3,35,18664,5.393343184,0.024423559,1097310,28625127,0.284036597,10,117804.9,21.6,0,0.320755,0.132075,0.017769233,797.4,14.64166667
108000087,Germany_2_1,"Km 833,4_li",Germany,Rhein,Ralf Sch‰fer,6.414947962,51.73374732,DIN 38410,Ind/m^2,1972,1985,14,9,8,10,fall,species,4248,2,0.688158108,0.086956522,16,4,23,6173,15.41464956,-0.039267399,1097310,29440976,0.521170013,10,0.005365649,21.8,0.0807742,0.163265,0,0,700.1428571,13.43928571
108000088,Germany_2_1,Spanische Schanze,Germany,Rhein,Ralf Sch‰fer,6.615444726,51.56668787,DIN 38410,Ind/m^2,1972,1990,19,16,8,10,fall,species,1460,5,0.18150174,0.166666667,18,3,30,8044,7.77266368,0.027207602,1097310,29170731,0.352253594,10,20705.26,14,0,0.19697,0,0,750.1052632,13.79605263
108000089,Germany_2_1,0003 Leimersheim,Germany,Queich,Ralf Sch‰fer,8.355272234,49.20722436,DIN 38410,Ind/m^2,1983,2003,21,12,8,10,fall,species,8371,13,0.343284806,0.25,21,2,52,24385,2.660504151,0.072738095,1097310,21737905,0.319752713,1,0.2032659,109.6,0,0.181936289,0.379467122,0,733.1904762,15.18730159
108000090,Germany_2_1,0001 Neuburg,Germany,Rhein,Ralf Sch‰fer,8.25322933,48.97868215,DIN 38410,Ind/m^2,1983,2003,21,14,8,10,fall,species,3144,10,0.100331887,0.185185185,24,3,54,31336,2.191609619,0.070119048,1097310,22024107,0.169068877,9,0.00692077,108.1,0.01009676,0.138271519,0,0,831.2380952,15.15714286
108000091,Germany_2_1,"Rhein km 774,8 R",Germany,Rhein,Ralf Sch‰fer,6.744624898,51.41200579,DIN 38410,Ind/m^2,1971,1991,21,19,8,10,fall,species,6777,7,0.385429108,0.233333333,21,1,30,17583,5.63945538,0.017954545,1097310,27706215,0.192787998,2,0.3282133,25.7,0.0716819,0,0.916667,0,793.5238095,14.6531746
108000092,Germany_2_1,Elberndorfer Bach E4,Germany,Elberndorfer Bach,Ralf Sch‰fer,8.230855074,50.99591694,DIN 38410,Ind/m^2,1995,2005,11,11,10,12,fall,species,0,0,0,0,34,11,84,3887,4.202594321,0.009924242,1216402,8161345,0.21076294,3,0.04214871,494.1,0.079430824,0,0,0,1181.545455,10.9280303
108000093,Germany_2_1,Zinser Bach Z2,Germany,Zinse,Ralf Sch‰fer,8.193488883,51.00814324,DIN 38410,Ind/m^2,1995,2005,11,11,7,9,summer,species,0,0,0,0,17,5,41,1847,6.679627975,0.106363636,1216402,6870815,0.356594325,2,0.007194015,616.6,0.21012909,0,0,0,1247.363636,10.56515152
108000094,Germany_2_1,0010 Petersau,Germany,Rhein,Ralf Sch‰fer,8.414769792,49.56686352,DIN 38410,Ind/m^2,1982,2001,20,17,8,10,fall,species,11423,11,0.343466234,0.297297297,18,4,37,33258,-0.017427646,0.067713033,1097310,23668033,0.423234439,9,0.005568729,92.2,0.034966777,0.453215956,0.020467844,0,627.7,15.27208333
108000095,Germany_2_1,0012 Worms,Germany,Rhein,Ralf Sch‰fer,8.357644198,49.67299174,DIN 38410,Ind/m^2,1982,2001,20,11,8,10,fall,species,7564,11,0.204018881,0.275,21,9,40,37075,0.025110353,0.069711779,1097310,23778436,0.516729554,9,60685.48,86.7,0,0.311828,0,0,592.05,15.10916667
108000096,Germany_2_1,0016 Mainz-Weisenau,Germany,Rhein,Ralf Sch‰fer,8.292881155,49.99145647,DIN 38410,Ind/m^2,1982,2003,22,14,8,10,fall,species,16204,10,0.489857614,0.238095238,23,8,42,33079,1.392437485,0.077399774,1097310,24101319,0.093842134,9,0.07073858,83.2,0.000917949,0,0.052287704,0,591.4545455,15.10871212
108000097,Germany_2_1,0415 Neubr√ºcke,Germany,Steinaubach,Ralf Sch‰fer,7.182281273,49.60821932,DIN 38410,Ind/m^2,1982,1995,14,12,10,12,fall,species,0,0,0,0,16,4,41,15963,-5.088800988,-0.004358974,1097310,10491114,0.083462285,6,0.005581197,334.7,0.026961962,0.0666667,0,0,973.7857143,12.63928571
108000098,Germany_2_1,0416 Nohen,Germany,Nahe,Ralf Sch‰fer,7.238651407,49.63748457,DIN 38410,Ind/m^2,1983,2003,21,12,10,12,fall,species,0,0,0,0,23,8,59,13766,1.981258016,0.053041126,1097310,11263527,0.1835069,6,322.5939,304.6,0,0.69697,0,0,942.5238095,12.9031746
108000099,Germany_2_1,0419 Enzweiler,Germany,Nahe,Ralf Sch‰fer,7.299293609,49.68933529,DIN 38410,Ind/m^2,1982,2003,22,10,10,12,fall,species,0,0,0,0,25,12,66,14878,1.138441386,0.037252964,1097310,12668718,0.438813273,6,0.008234203,270,0.06700575,0.039849907,0.414908889,0,868.5,13.16704546
108000100,Germany_2_1,0421 Nahbollenbach,Germany,Nahe,Ralf Sch‰fer,7.366011886,49.71572437,DIN 38410,Ind/m^2,1982,2003,22,14,10,12,fall,species,0,0,0,0,22,6,61,10287,1.334913029,0.038325805,1097310,14002213,0.244272869,6,563.2839,227.7,0.005507274,0.1843433,0.159091,0,840.4090909,13.02310606
108000101,Germany_2_1,0424 Martinstein,Germany,Nahe,Ralf Sch‰fer,7.539651515,49.80359732,DIN 38410,Ind/m^2,1982,1993,12,8,10,12,fall,species,0,0,0,0,17,7,40,11820,-10.5699796,-0.003875291,1097310,17162834,0.39899163,7,0.02684017,174.1,0.064252196,0.486111,0,0,662.8333333,13.14930556
108000102,Germany_2_1,"0425 Sobernheim, ob.",Germany,Muehlgraben,Ralf Sch‰fer,7.634382311,49.78964557,DIN 38410,Ind/m^2,1982,1994,13,9,10,12,fall,species,0,0,0,0,23,8,48,15801,-5.981999422,-0.024496337,1097310,15104311,0.598671531,1,0.04402067,172.4,0.048648119,0.595335926,0.404664074,0,604.8461538,13.75961538
108000103,Germany_2_1,"0677 Kaiserslautern, unt. KA",Germany,Eselbach,Ralf Sch‰fer,7.746600511,49.45931895,DIN 38410,Ind/m^2,1986,2003,18,11,8,10,fall,species,0,0,0,0,17,5,35,8844,3.536703985,0.079368765,1097310,14027858,0.122785487,5,0.01120526,252.9,0.226718575,0,0.64983163,0,690.5555556,14.30046296
108000104,Germany_2_1,0021 Oberwesel,Germany,Rhein,Ralf Sch‰fer,7.728072651,50.10954789,DIN 38410,Ind/m^2,1982,2001,20,12,8,10,fall,species,7297,11,0.345747453,0.282051282,18,8,39,21105,0.260104968,0.071071429,1097310,25034826,0.209242692,10,87044.57,71.6,0,0,0.0526316,0,665.25,13.66625
108000106,Germany_2_1,0033 Ehrenbreitstein,Germany,Rhein,Ralf Sch‰fer,7.608870662,50.36021507,DIN 38410,Ind/m^2,1983,2001,19,9,8,10,fall,species,5954.5,10,0.273148467,0.27027027,18,8,37,21799.5,1.320495109,0.072368421,1097310,25686717,0.312243657,10,105395.9,62.4,0,0,0.464587185,0.073562314,731.2631579,14.73157895
108000107,Germany_2_1,0863 Palzem,Germany,Moselle,Ralf Sch‰fer,6.372307989,49.56438127,DIN 38410,Ind/m^2,1983,2004,22,15,9,11,fall,species,9265,10,0.332507895,0.256410256,14,6,39,27864,-1.724977716,0.08121118,1097310,19244388,0.066829217,8,11545.02,141.1,0,0.75,0.25,0,805.9090909,14.22386364
108000108,Germany_2_1,0864 Nittel,Germany,Moselle,Ralf Sch‰fer,6.440424708,49.65199519,DIN 38410,Ind/m^2,1983,2003,21,12,9,11,fall,species,12727,6,0.421898826,0.176470588,16,5,34,30166,-0.60994691,0.089209957,1097310,19335243,0.05558932,8,11469.34,140,0,0.6,0,0,831.1428571,13.85952381
108000109,Germany_2_1,0865 Temmels,Germany,Moselle,Ralf Sch‰fer,6.475461639,49.69429902,DIN 38410,Ind/m^2,1982,2003,22,13,8,10,fall,species,10614,8,0.343628594,0.25,13,7,32,30888,-0.589153332,0.079366648,1097310,19718747,0.111081909,8,0.116086,141.1,0.061473238,1,0,0,831.5909091,13.81022727
108000110,Germany_2_1,0866 Wasserbillig,Germany,Moselle,Ralf Sch‰fer,6.512250165,49.71266567,DIN 38410,Ind/m^2,1982,2003,22,11,8,10,fall,species,7041,8,0.426004356,0.25,16,8,32,16528,-0.570652866,0.079672501,1097310,19768355,0.127696513,8,0.03728934,139.8,0.045894426,0.695652,0.0434783,0,816.5454545,14.05530303
108000111,Germany_2_1,0867 Konz,Germany,Moselle,Ralf Sch‰fer,6.560148343,49.7055201,DIN 38410,Ind/m^2,1982,2003,22,13,9,11,fall,species,9638,7,0.497239849,0.194444444,17,6,36,19383,-0.733994318,0.082444005,1097310,19897120,0.133268498,1,0.01797389,138.5,0.043708471,0.416667,0,0,806.1818182,14.25340909
108000112,Germany_2_1,1009 Traben-Rodt,Germany,Saar,Ralf Sch‰fer,6.602532415,49.54488761,DIN 38410,Ind/m^2,1983,2004,22,10,8,10,fall,species,5794,4,0.531608404,0.129032258,13,4,31,10899,-0.737989161,0.074115377,1097310,17849647,0.512574458,8,7165.661,158.4,0,0,0,0,917.5909091,13.39128788
108000113,Germany_2_1,1030 Kanzem,Germany,Saar,Ralf Sch‰fer,6.573565002,49.66741812,DIN 38410,Ind/m^2,1983,2004,22,11,8,10,fall,species,5919,9,0.348689249,0.15,23,7,60,16975,-0.808278564,0.076270469,1097310,19612431,0.522383025,8,0.01094995,141.8,0.065170461,0.744681,0.191489,0,800.9545455,14.29280303
108000114,Germany_2_1,1033 Konz,Germany,Saar,Ralf Sch‰fer,6.570053865,49.6989076,DIN 38410,Ind/m^2,1983,2003,21,13,9,11,fall,species,5010,8,0.418686278,0.210526316,14,6,38,11966,-0.393396273,0.089523809,1097310,20115113,0.038876249,8,7388.24,130.6,0,0.285714,0.708995,0,804.8095238,14.27103175
108000115,Germany_2_1,0868 Konz,Germany,Moselle,Ralf Sch‰fer,6.581411188,49.70964156,DIN 38410,Ind/m^2,1982,2002,21,11,9,11,fall,species,8282,6,0.303792825,0.214285714,12,8,28,27262,-0.129118673,0.072705628,1097310,20115176,0.227651888,9,23011.55,130.6,0,0.207768296,0.182474704,0,855.6666667,13.71031746
108000116,Germany_2_1,0869 Zewen,Germany,Moselle,Ralf Sch‰fer,6.580314804,49.7107261,DIN 38410,Ind/m^2,1982,1995,14,11,8,10,fall,species,8386,5,0.339527916,0.166666667,15,9,30,24699,-6.690822366,0.118681319,1097310,20115176,0.227651888,9,0.01640563,131.8,0.012941709,0.207768296,0.182474704,0,858.1428571,13.56904762
108000117,Germany_2_1,0870 Trier ob. KA,Germany,Moselle,Ralf Sch‰fer,6.66926253,49.77579782,DIN 38410,Ind/m^2,1982,2003,22,14,8,10,fall,species,5741,8,0.277557532,0.210526316,16,8,38,20684,-0.116245071,0.080067758,1097310,20493143,0.116444349,9,23820.27,125.9,0,0.333333,0.52381,0,819.9545455,14.13484848
108000118,Germany_2_1,0871 Trier unt. KA,Germany,Moselle,Ralf Sch‰fer,6.697789388,49.7801255,DIN 38410,Ind/m^2,1982,2003,22,14,8,10,fall,species,8196,8,0.407193959,0.228571429,19,6,35,20128,-0.184466288,0.080067758,1097310,20494287,0.049899395,9,23826,125.9,0,0.111111,0.222222,0,819.9545455,14.13484848
108000119,Germany_2_1,0872 Pfalzel,Germany,Moselle,Ralf Sch‰fer,6.697108025,49.7810288,DIN 38410,Ind/m^2,1982,2003,22,10,8,10,fall,species,6106,8,0.303087462,0.285714286,12,6,28,20146,-0.133068491,0.080067758,1097310,20494287,0.049899395,9,0.008427499,131.6,0.052319687,0.111111,0.222222,0,819.9545455,14.13484848
108000120,Germany_2_1,"0873 Detzem, ob. Schleuse",Germany,Moselle,Ralf Sch‰fer,6.85021218,49.81687357,DIN 38410,Ind/m^2,1982,2003,22,8,8,10,fall,species,8308,6,0.315845499,0.2,14,9,30,26304,-0.191248208,0.08008658,1097310,21000516,0.216060864,1,0.05418765,171.1,0.082610372,0.615385,0,0,832.4545455,13.86439394
108000121,Germany_2_1,"0874 Detzem, unt. Schleuse",Germany,Moselle,Ralf Sch‰fer,6.842953823,49.81503829,DIN 38410,Ind/m^2,1982,2003,22,12,8,10,fall,species,14289,10,0.498639028,0.285714286,16,6,35,28656,-0.135630272,0.08008658,1097310,21152690,0.149588877,9,0.05211618,118.5,0.010784784,0.452674889,0.102880556,0,832.4545455,13.86439394
108000122,Germany_2_1,0875 Neumagen-Dhron,Germany,Moselle,Ralf Sch‰fer,6.892794412,49.85018314,DIN 38410,Ind/m^2,1982,2003,22,10,8,10,fall,species,6162,8,0.3123321,0.275862069,12,6,29,19729,-0.013940303,0.079418408,1097310,21736512,0.365411257,9,0.1274079,115.7,0.055991255,0.40404037,0.06565663,0,818.7727273,14.12575758
108000123,Germany_2_1,"0876 Wintrich, ob. Schleuse",Germany,Moselle,Ralf Sch‰fer,6.949447747,49.87419093,DIN 38410,Ind/m^2,1982,1999,18,10,8,10,fall,species,7220,8,0.282009218,0.222222222,16,8,36,25602,-6.048822002,0.061850705,1097310,13755161,0.18814607,1,0.09311713,113.5,0.039469358,0.411765,0,0,817.2222222,13.78055556
108000124,Germany_2_1,"0877 Wintrich, unt. Schleuse",Germany,Moselle,Ralf Sch‰fer,6.94824677,49.88391198,DIN 38410,Ind/m^2,1982,2003,22,11,8,10,fall,species,13928,9,0.610261578,0.257142857,13,9,35,22823,0.350271215,0.078919631,1097310,21842180,0.044259608,9,8746.659,109.2,0,0.375,0,0,829.5909091,13.86363636
108000125,Germany_2_1,"0879 Zeltingen, ob. Schleuse",Germany,Moselle,Ralf Sch‰fer,7.025939937,49.95140875,DIN 38410,Ind/m^2,1982,1999,18,9,8,10,fall,species,5155,6,0.180896235,0.2,19,8,30,28497,-5.598240956,0.061627107,1097310,22204537,0.226518401,9,0.04402577,117.2,0.114736064,0.609756,0,0,754.6111111,14.13518519
108000126,Germany_2_1,"0880 Zeltingen, unt. Schleuse",Germany,Moselle,Ralf Sch‰fer,7.015800789,49.95302659,DIN 38410,Ind/m^2,1982,1999,18,10,8,10,fall,species,15002,8,0.505168872,0.307692308,13,4,26,29697,-5.678389574,0.061627107,1097310,22220711,0.038672334,9,0.0947438,108.9,0.039469234,0.142857,0.571429,0,754.6111111,14.13518519
108000127,Germany_2_1,0882 Enkirch,Germany,Moselle,Ralf Sch‰fer,7.132521579,49.97397565,DIN 38410,Ind/m^2,1982,1992,11,8,8,10,fall,species,9763,4,0.300427732,0.133333333,18,8,30,32497,-16.05836989,0.137954546,1097310,22707501,0.220879358,9,0.02781165,113.3,0.208052351,0,0,0,775.7272727,13.38030303
108000128,Germany_2_1,0884 Zell,Germany,Moselle,Ralf Sch‰fer,7.180739061,50.02996341,DIN 38410,Ind/m^2,1982,1996,15,10,8,10,fall,species,8893,5,0.375675904,0.192307692,12,5,26,23672,-9.752287615,0.075238095,1097310,22739180,0.077219649,9,0.01122858,99.3,0.036715721,0.142857,0.214286,0,747.6666667,13.05555556
108000129,Germany_2_1,"0885 St. Aldegund, ob. Schleuse",Germany,Moselle,Ralf Sch‰fer,7.132686428,50.0818749,DIN 38410,Ind/m^2,1982,2003,22,9,9,11,fall,species,6117,8,0.403070638,0.242424242,13,6,33,15176,-0.004588572,0.081996988,1097310,23306583,0.325089432,9,0.1893226,92.6,0.006425223,0.0847458,0.0508475,0,714.5909091,13.73333333
108000130,Germany_2_1,"0887 Fankel, ob. Schleuse",Germany,Moselle,Ralf Sch‰fer,7.226960113,50.12371712,DIN 38410,Ind/m^2,1982,2003,22,10,8,10,fall,species,6994,8,0.323721361,0.228571429,17,8,35,21605,0.489979051,0.077893845,1097310,24127580,0.082571665,9,0.03232161,87.7,0.05284546,0,0.316049222,0,701.9090909,13.45378788
108000131,Germany_2_1,"0889 Cochem, unt.",Germany,Moselle,Ralf Sch‰fer,7.171350336,50.15459311,DIN 38410,Ind/m^2,1982,1999,18,12,8,10,fall,species,11409,7,0.450628012,0.269230769,12,7,26,25318,-4.323264098,0.060122119,1097310,24128122,0.027507304,9,0.03180082,87.4,0.080423561,0,0,0,665.2777778,13.40509259
108000132,Germany_2_1,"0890 Cochem, unt.",Germany,Moselle,Ralf Sch‰fer,7.183944885,50.15455531,DIN 38410,Ind/m^2,1982,1999,18,12,8,10,fall,species,12321,6,0.470734316,0.222222222,14,6,27,26174,-4.372633904,0.060122119,1097310,11789130,0.544665564,1,0.02603291,237.9,0.230391205,0.20202,0,0,665.2777778,13.40509259
108000133,Germany_2_1,"0892 M√ºden, unt. Schleuse",Germany,Moselle,Ralf Sch‰fer,7.335262779,50.18582351,DIN 38410,Ind/m^2,1982,1999,18,11,8,10,fall,species,14303,8,0.486612459,0.266666667,14,9,30,29393,-3.740841603,0.060629515,1097310,24799312,0.087966369,9,0.07897893,82.2,0.06700589,0.3125,0,0,643.5,13.44722222
